Response	Submitted_on	Course	Q01_My_Professor	Q02_Gender	Q03_Hand	Q04_Hand_Span	Q05_Left_Hand_Span	Q06_Height	Q07_Age	Q08_Birthday	Q09_Sleeping	Q10_On_campus	Q11_Watching_TV	Q12_Games	Q13_Facebook	Q14_Tattoos	Q15_Twitter	Q16_Political_Orientation	Q17_STAT	Q18_Data	Q19_Famous	Q20_Career	Q21_Death_Penalty	Q22_gays_and_lesbians	Q23_Gays_and_Lesbians_Military	Q24_Greatest_influence	Q25_Greatest_influence_2	Q26_Greatest_influence_3	Q27_Stat_course	Q28_Enrolled_Course
17101	11:20 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	17.8	17.8	60	19	nine	9	0	1.5	0	60	0	1	Liberal	1	information	Don't know for sure	Important	strongly favor	strongly favor	strongly favor	Something else	Friends and family	Something else	Regular Lecures	STAT 10
17104	11:51 PM on 09/25/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	19	20	65	19	5	7	1	2	0	60	0	0	Conservative	1	information	Somewhat important	Important	favor	strongly favor	favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17105	11:58 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	23	23	70	18	11	7	1	0	1	50	0	0	Liberal	1	Information	Not important	Not important	strongly oppose	strongly favor	favor	Personal Experience	Friends and family	I don't know	Regular Lecures	STAT 10
17106	11:59 PM on 09/25/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	20	19	73	19	6	6	1	0	0	99	0	0	Conservative	1	information	Somewhat important	One of the most important things, but not the most important.	favor	strongly favor	favor	Something else	Friends and family	Media	Regular Lecures	STAT 10
17109	12:15 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18	18	62	21	7	9	0	0	3	99	0	0	Moderate	1	A set of information	Not important	Somewhat important	favor	favor	strongly favor	Education	Something else	Something else	Regular Lecures	STAT 10
17110	12:15 AM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	21	20	65	22	11	8	0	3	0	99	0	0	Conservative	1	collection of answers	Important	Very important	favor	oppose	favor	Friends and family	Friends and family	Friends and family	Regular Lecures	STAT 10
17111	12:19 AM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20.5	19.5	62	19	3	9	1	4	0	90	0	0	Conservative	1	information collected	Important	One of the most important things, but not the most important.	strongly oppose	no opinion	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
17112	12:22 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18	16	63	20	3	5	0	5	0	50	0	0	Moderate	1	numbers	Not important	Very important	favor	strongly favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17114	01:11 AM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20	19	64	19	9	6	1	0	0	99	0	0	Liberal	1	collection of information	Not important	One of the most important things, but not the most important.	oppose	favor	favor	Religious Beliefs	Education	Education	Regular Lecures	STAT 10
17115	01:22 AM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20	21.5	65	19	1	6	1	2	0	50	0	0	Conservative	1	gathered information	Somewhat important	Somewhat important	oppose	oppose	strongly favor	Religious Beliefs	Religious Beliefs	Personal Experience	Regular Lecures	STAT 10
17116	02:25 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	18.5	18.2	63	21	6	8	0	2	0	50	0	0	Moderate	1	collection of facts	Don't know for sure	Somewhat important	favor	no opinion	no opinion	Media	No opinion	No opinion	Regular Lecures	STAT 10
17118	02:26 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	12.5	12.7	65	21	2	6	0	6	0	30	0	0	Liberal	0	information	Somewhat important	Somewhat important	oppose	favor	strongly favor	Education	Education	Education	Regular Lecures	STAT 10
17120	07:35 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	20	62	20	7	6	0	0.5	0	99	0	0	Moderate	1	Collected information	Not important	Important	favor	favor	favor	Something else	Friends and family	Something else	Regular Lecures	STAT 10
17122	08:46 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	25.4	24	76	19	7	1	0	0	0	0	0	0	Liberal	1	Data	Don't know for sure	Important	no opinion	no opinion	no opinion	No opinion	No opinion	No opinion	Regular Lecures	STAT 10
17127	10:19 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	22.5	22	66.5	21	11	8	0	0	0	80	0	0	Conservative	1	info collected to study	Not important	Somewhat important	oppose	oppose	favor	Personal Experience	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17129	10:36 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	10	11	64	19	2	8	0	1	0	50	0	0	Liberal	1	qualitative evidence	Not important	Important	favor	strongly favor	favor	No opinion	Education	Something else	Regular Lecures	STAT 10
17131	10:43 AM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	20	20	68	19	2	5	1	1	0	50	0	0	Liberal	0	Information	Not important	One of the most important things, but not the most important.	oppose	strongly favor	strongly favor	No opinion	Personal Experience	Education	Regular Lecures	STAT 10
17142	11:24 AM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	12	12	69	21	0	10	0	2	0	59	0	0	Very Liberal	1	statistical information	Important	Somewhat important	strongly oppose	strongly favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17147	12:25 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	24	24	74	19	9	5	1	0	2	50	0	0	Conservative	1	A collection of info	Not important	Important	strongly oppose	strongly oppose	favor	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17150	12:38 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	18	18.5	69	18	11	7	0	0	0	99	0	2	Liberal	1	Information collected	Somewhat important	One of the most important things, but not the most important.	favor	favor	favor	Friends and family	Friends and family	Friends and family	Regular Lecures	STAT 10
17158	12:52 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	10	11	64	19	10	3	0	0	0	0	0	0	Moderate	1	information	Important	One of the most important things, but not the most important.	oppose	favor	strongly favor	Religious Beliefs	Personal Experience	Something else	Regular Lecures	STAT 10
17164	02:13 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	17.5	17.7	62	20	5	5	0	0	4	99	0	0	Liberal	0	collection of information	Not important	Important	strongly oppose	strongly favor	strongly favor	Education	Something else	Personal Experience	Regular Lecures	STAT 10
17167	02:34 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	27	26	69	18	8	5	1	0	0	99	0	0	Moderate	1	facts used for analysis	Not important	Very important	no opinion	favor	favor	Education	Friends and family	I don't know	Regular Lecures	STAT 10
17172	03:11 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22	21	70.5	19	1	6	1	0	0	55	0	0	Moderate	1	information	Not important	Very important	favor	oppose	oppose	Religious Beliefs	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17174	03:18 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	72	70	61	18	10	7	1	1	0	40	0	2	Liberal	1	information	Not important	Very important	oppose	strongly favor	strongly favor	Religious Beliefs	Media	Something else	Regular Lecures	STAT 10
17185	04:11 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	24	24	75	21	5	7	0	1	0	99	0	0	Moderate	1	Collection of info	Somewhat important	Somewhat important	favor	favor	oppose	Personal Experience	I don't know	Media	Regular Lecures	STAT 10
17187	04:31 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	19	18	72	19	8	4	0	0	0	90	0	0	Liberal	0	information about a topic	Not important	Important	strongly oppose	strongly favor	strongly favor	Education	I don't know	I don't know	Regular Lecures	STAT 10
17189	04:37 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	20.3	20.5	67	20	9	8	0	6	0	99	0	0	Moderate	1	collected information	Not important	Important	favor	strongly favor	strongly favor	Personal Experience	Friends and family	Friends and family	Regular Lecures	STAT 10
17191	04:38 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Left	16.5	16.5	61	19	4	5	1	0	0	30	0	0	Moderate	1	pieces of information	Not important	Somewhat important	oppose	oppose	strongly favor	Religious Beliefs	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17193	04:40 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	17.5	17.3	58	19	3	5	1	0	0	99	0	0	Conservative	0	variables	Not important	Important	strongly oppose	favor	favor	Personal Experience	Friends and family	Friends and family	Regular Lecures	STAT 10
17199	06:54 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	20	20	71	22	11	7	1	2	0	30	0	0	Very Liberal	0	findings from research	Not important	Important	oppose	strongly favor	strongly favor	Something else	Something else	Something else	Regular Lecures	STAT 10
17202	07:32 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	0	0	62	21	3	6	0	5	0	70	5	5	Liberal	0	numerical info	Not important	Very important	oppose	favor	strongly favor	Education	Friends and family	Friends and family	Regular Lecures	STAT 10
17211	08:40 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22.2	22.9	79.5	20	10	6	0	0	0	80	0	3	Conservative	1	organized info-says somet	Not important	Not important	favor	strongly oppose	no opinion	Something else	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17214	09:17 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	22	23	5.3	22	2	7	0	3	1	99	0	20 min	Moderate	0	collected information	Not important	Very important	favor	favor	favor	Religious Beliefs	Friends and family	Religious Beliefs	Regular Lecures	STAT 10
17216	09:31 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	12	13	67	18	11	5	1	4	0	99	0	0	Moderate	0	numbers	Somewhat important	One of the most important things, but not the most important.	no opinion	favor	no opinion	Education	Religious Beliefs	Religious Beliefs	Regular Lecures	STAT 10
17217	09:46 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	15.2	15.2	5	19	0	8	1	1	1	70	0	0	Liberal	0	Information from sample	Not important	Important	no opinion	favor	favor	No opinion	I don't know	I don't know	Regular Lecures	STAT 10
17221	11:01 PM on 09/26/2011	Introduction to Statistical Reasoning	Robert Gold	Male	Right	22	22	68.5	22	6	6	1	0	1	30	0	0	Moderate	1	unsort information	Don't know for sure	One of the most important things, but not the most important.	no opinion	no opinion	no opinion	Something else	No opinion	No opinion	Regular Lecures	STAT 10
17223	11:16 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	22	23	65	20	9	5	0	0	1	0	0	0	Conservative	0	info describing something	Very important	Very important	favor	strongly oppose	no opinion	I don't know	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17224	11:16 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	22	23	65	20	9	5	0	0	1	0	0	0	Conservative	0	info describing something	Very important	Very important	favor	strongly oppose	no opinion	I don't know	Religious Beliefs	No opinion	Regular Lecures	STAT 10
17225	11:24 PM on 09/26/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	19.4	20.5	65	18	12	6	1	0	0	99	0	0	Liberal	0	Information obtained	Not important	Important	oppose	strongly favor	strongly favor	Media	Personal Experience	I don't know	Regular Lecures	STAT 10
17231	01:42 AM on 09/27/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	22	22	70	19	9	7	1	2	1	99	0	0	Liberal	0	data are	Important	Very important	oppose	favor	favor	Friends and family	Education	Education	Regular Lecures	STAT 10
17232	02:19 AM on 09/27/2011	Introduction to Statistical Reasoning	Robert Gold	Female	Right	17.3	17.3	60	20	8	5.5	0	0	0	50	0	0	Conservative	0	collected information	Important	Very important	no opinion	favor	oppose	No opinion	Media	No opinion	Regular Lecures	STAT 10
17239	10:15 AM on 09/27/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	62	63	65	19	8	5	1	1	0	99	0	0	Liberal	1	bite of information	Not important	Very important	favor	no opinion	oppose	Education	Friends and family	Media	Regular Lecures	STAT 10
17252	02:21 PM on 09/27/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	65	65	63	21	1	5	0	2	0	30	0	0	Liberal	1	information	Not important	Important	favor	favor	favor	Education	Friends and family	Education	Regular Lecures	STAT 10
17254	02:45 PM on 09/27/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Female	Right	22	22	63	21	0	7	0	1	0	76	0	0	Very Liberal	0	statistics collected	Not important	One of the most important things, but not the most important.	strongly oppose	strongly favor	strongly favor	Education	Something else	Education	Regular Lecures	STAT 10
17256	02:55 PM on 09/27/2011	Introduction to Statistical Reasoning	Akram Almohalwas	Male	Right	23	23	68	29	348	7	0	3	0	50	0	0	Very Liberal	1	gathering information	Very important	Very important	strongly favor	oppose	no opinion	Media	Education	Education	Regular Lecures	STAT 10
